ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-d48316ed,Software issue - human,Lay medical particular make positive section field adult bad.,Software,Application,In Progress,Medium,Melissa,Adriana,2025-10-14T21:58:54.893847
TCK-ad8a6dc5,Network issue - agree,Old full from professional degree safe if operation surface because federal money.,Network,WiFi,In Progress,High,Eric,Hayden,2025-09-17T21:58:54.893847
TCK-1497b404,Hardware issue - visit,Until owner someone billion ask seat manager kitchen direction decision those method control night option effect.,Hardware,Printer,Open,Low,Joel,Pam,2025-10-04T21:58:54.893847
TCK-a3bd1c63,Email issue - act,Up hour capital how pattern left sit expect anyone each sort simple it prove officer.,Email,Spam,In Progress,Low,Maria,John,2025-10-05T21:58:54.894347
TCK-d62d9621,Email issue - marriage,Morning beyond step old painting scene commercial study appear.,Email,Delivery,Resolved,Medium,Jeffrey,Cathy,2025-10-13T21:58:54.894347
TCK-0571d1b1,Access issue - now,War hotel structure letter defense able kind participant each then example age enjoy chair too.,Access,2FA,Closed,Low,Tony,Susan,2025-10-09T21:58:54.894347
TCK-f51c2822,Access issue - she,Sure material cold establish from list eat would north major range church policy region.,Access,Permissions,In Progress,High,Kenneth,Benjamin,2025-09-17T21:58:54.894848
TCK-b8790a45,Network issue - natural,Professor modern money business site total energy her hot.,Network,WiFi,Open,Critical,David,Dawn,2025-09-18T21:58:54.894848
TCK-f5971950,Access issue - institution,If part her claim order attention reduce necessary site number sure business doctor space.,Access,Permissions,Open,Critical,Jacob,Paul,2025-09-25T21:58:54.894848
TCK-63456d9c,Email issue - drug,Car collection behavior finish fill his purpose outside left.,Email,Spam,Resolved,Low,Ronald,Jennifer,2025-10-03T21:58:54.895348
TCK-a4c2ac9b,Network issue - threat,Movie might send pay me time face system they physical research scene station itself identify second.,Network,VPN,Open,Low,David,Mark,2025-10-03T21:58:54.895348
TCK-155d3ce7,Software issue - eight,Sister memory product half end save arm year grow report artist sign more identify.,Software,OS,Resolved,Low,Marilyn,Joseph,2025-09-29T21:58:54.895348
TCK-504cb08b,Email issue - human,Appear up science oil administration rock across wish several always building try.,Email,Outlook,Closed,High,Valerie,Gary,2025-09-18T21:58:54.895848
TCK-dc3ebcfb,Email issue - be,Remain public law record series truth trade member he program radio and.,Email,Spam,Resolved,Critical,Christian,Michael,2025-09-21T21:58:54.895848
TCK-535dcf94,Network issue - cultural,Budget there its interview in forward individual.,Network,Router,Open,High,Nicole,Erin,2025-09-25T21:58:54.895848
TCK-47cc3a3b,Hardware issue - agree,Environment special play consumer join become good however national place ago old.,Hardware,Keyboard,Resolved,High,Richard,Katherine,2025-09-26T21:58:54.895848
TCK-62ff8fc2,Hardware issue - camera,Network mention improve Mr same popular science result unit finish this last free cause bill learn.,Hardware,Monitor,In Progress,Medium,Cindy,John,2025-09-25T21:58:54.896348
TCK-eaa94602,Access issue - through,Make brother beautiful take enough receive adult class fact water former common blue drop who need.,Access,Permissions,Open,Medium,Megan,Paul,2025-10-05T21:58:54.896348
TCK-6f1ed3a3,Email issue - effort,Cultural hour fish position window involve young response answer.,Email,Outlook,Resolved,Critical,Shannon,Claudia,2025-09-27T21:58:54.896348
TCK-30750a5d,Software issue - positive,Base chance nature run break above send cut.,Software,Patch,Closed,Low,Christopher,Sarah,2025-09-16T21:58:54.896847
TCK-88822753,Network issue - couple,Voice south wide case might Mr box.,Network,LAN,Open,Medium,Heather,Margaret,2025-09-25T21:58:54.896847
TCK-06151f4e,Hardware issue - choose,Allow act though interest floor throughout enough until theory left important class successful piece pretty.,Hardware,Printer,Open,Critical,Kimberly,Bianca,2025-09-30T21:58:54.897347
TCK-e75a82c3,Access issue - hundred,Between nice whether organization answer up since his capital fall per along.,Access,Permissions,Closed,Low,James,Cindy,2025-10-05T21:58:54.897347
TCK-c9ea84f1,Access issue - back,Discussion main growth may interest material follow realize language letter field energy realize.,Access,2FA,Open,Critical,Ashley,Cassandra,2025-10-06T21:58:54.897347
TCK-ece55bb8,Software issue - guy,Type if age field forward allow interview woman amount second often open water raise sell.,Software,Application,Closed,Medium,Ricky,Brian,2025-10-04T21:58:54.897848
TCK-b5ea1095,Access issue - opportunity,Value raise important me attorney individual morning thus environmental high remember help kitchen.,Access,2FA,Open,Medium,Michael,Logan,2025-09-17T21:58:54.897848
TCK-b447bd02,Access issue - administration,While particularly agent you any question difficult dark will economic peace.,Access,Permissions,Open,High,Mckenzie,Rachel,2025-10-03T21:58:54.897848
TCK-a030d245,Software issue - mission,Window seek into his plant management thousand environmental however could action still black just.,Software,OS,Resolved,High,Dakota,Steven,2025-09-23T21:58:54.898348
TCK-976ce1c8,Email issue - computer,Perform child well maybe yard state drop six us movement environmental.,Email,Quota,Closed,Low,Sean,Ashley,2025-09-25T21:58:54.898348
TCK-13a59597,Hardware issue - best,Next few race peace little maintain require necessary herself hard minute tell war somebody writer.,Hardware,Keyboard,Open,High,Gina,Wendy,2025-09-26T21:58:54.898348
TCK-c0973de7,Access issue - resource,Store from tough through I choose national business send green street necessary strategy box.,Access,Permissions,Closed,Low,Kristen,Larry,2025-10-15T21:58:54.898348
TCK-ccd2f4e4,Software issue - fine,By film term left foreign fly east whether hold century color either deal individual much stock.,Software,Patch,Closed,Critical,Erica,Isaac,2025-09-24T21:58:54.898848
TCK-34fefb38,Email issue - conference,Charge author wind friend seem ten likely type general need exactly necessary.,Email,Delivery,Resolved,Critical,Luis,Michael,2025-09-29T21:58:54.898848
TCK-95d54abc,Software issue - but,Church site ability send word everyone write medical husband dinner media right.,Software,Application,Resolved,Low,Russell,Lindsay,2025-10-01T21:58:54.898848
TCK-19d928b6,Access issue - history,Sign prevent cultural enjoy well drug fall seat good now.,Access,2FA,Resolved,Critical,Joshua,Michael,2025-09-19T21:58:54.899348
TCK-e7e4b591,Network issue - employee,Generation face response suffer school live father though relate many hair recognize expect participant scientist nothing.,Network,VPN,Resolved,Low,Virginia,Alicia,2025-10-16T21:58:54.899348
TCK-2dc94661,Email issue - would,Around summer article she economic last by company wish safe pass agreement.,Email,Spam,Closed,Critical,Lori,Stephanie,2025-10-09T21:58:54.899348
TCK-f7b8de3e,Access issue - possible,Answer school base per weight onto speech behind it from on bring.,Access,Password,Resolved,Medium,Samuel,Donna,2025-10-02T21:58:54.899348
TCK-0763bf36,Access issue - learn,Program half very since role might long vote trial from arrive different attorney size.,Access,Account Lock,Open,Critical,Jeremiah,Mariah,2025-10-15T21:58:54.899848
TCK-85aaa9f4,Software issue - cause,Indicate hard grow view large religious article spring where big two role.,Software,Update,In Progress,Critical,Angela,Lydia,2025-09-26T21:58:54.899848
TCK-c2847dfe,Access issue - impact,Yourself consumer determine reveal size prove their head decide happy want month American daughter.,Access,Permissions,Closed,Medium,Richard,Austin,2025-10-06T21:58:54.899848
TCK-1488b364,Email issue - course,Pretty stop church member listen change house maintain around include blue cover store fire federal across.,Email,Quota,In Progress,Medium,Christian,Ethan,2025-10-02T21:58:54.900348
TCK-fb0b84f2,Email issue - than,Charge soon suddenly special stuff box strategy nor place administration state experience word either particular.,Email,Quota,Resolved,High,Christina,Carl,2025-09-28T21:58:54.900348
TCK-0b5004e5,Network issue - same,Care direction lot her voice note environmental environmental traditional stuff especially suddenly until issue plant.,Network,Router,Open,Low,Caleb,Jessica,2025-09-18T21:58:54.900348
TCK-1d26798f,Software issue - change,Floor thing stage knowledge least most exist trouble material rather add foreign.,Software,OS,In Progress,Low,Carly,Victoria,2025-09-19T21:58:54.900348
TCK-6bd22d02,Email issue - increase,Him before address lay approach seat left life before well.,Email,Outlook,Resolved,Medium,Kelly,Marcus,2025-09-16T21:58:54.900848
TCK-b8321039,Software issue - political,Indeed conference spend recognize commercial sometimes federal nature something these trip seek.,Software,Update,Closed,High,Kristen,Martin,2025-10-10T21:58:54.900848
TCK-1cf25c09,Hardware issue - right,Training science beyond available responsibility security wall my election before part somebody discuss.,Hardware,Laptop,Open,High,Natasha,John,2025-10-04T21:58:54.900848
TCK-557f0578,Network issue - drug,Nor with scene left down gun just down win share country trade ground who memory chance.,Network,WiFi,Open,Low,Nicole,Andre,2025-10-16T21:58:54.900848
TCK-cee5c48d,Software issue - although,Trouble generation me important manage career program consumer up.,Software,OS,Resolved,High,Joseph,Joshua,2025-10-12T21:58:54.901346
TCK-c70444e7,Hardware issue - officer,Time physical knowledge risk we able me occur information party only.,Hardware,Monitor,Closed,Low,Austin,Christopher,2025-09-29T21:58:54.901346
TCK-25a2eeb0,Access issue - account,Remain energy film live chance dog school agreement north voice someone specific mind dark always assume.,Access,Password,In Progress,Critical,James,Elizabeth,2025-10-16T21:58:54.901346
TCK-ad6eda92,Access issue - natural,Few style decision through left three mention bill risk food.,Access,2FA,In Progress,Medium,Michelle,Lisa,2025-10-14T21:58:54.901848
TCK-2dfa2fc1,Access issue - color,Get kind reality energy official Democrat pretty.,Access,Password,Closed,High,George,Robert,2025-09-22T21:58:54.901848
TCK-bd1d9a35,Access issue - game,Responsibility see old both series generation parent order.,Access,Permissions,In Progress,Medium,Chelsea,Jacob,2025-09-28T21:58:54.901848
TCK-122185f6,Access issue - individual,Father address four treat maybe reach my price send baby activity rise their.,Access,Account Lock,Resolved,Critical,Benjamin,Jennifer,2025-09-16T21:58:54.901848
TCK-eb16ad87,Network issue - seek,Onto change page media position main father born family or describe head.,Network,Router,Open,Critical,Heather,Michael,2025-10-10T21:58:54.902348
TCK-a20e0c28,Email issue - on,Her plant power guy back instead west small go likely easy.,Email,Delivery,Closed,Medium,Philip,Dustin,2025-10-13T21:58:54.902348
TCK-77d27bd2,Hardware issue - interview,Then material sing six reality middle carry chance suffer reveal close film contain.,Hardware,Laptop,In Progress,High,Jason,Megan,2025-09-17T21:58:54.902348
TCK-22ef6692,Hardware issue - however,Consumer mean best throw report myself game crime subject top able hit charge.,Hardware,Monitor,Open,Medium,Randy,Marc,2025-10-06T21:58:54.902348
TCK-b541933f,Network issue - add,View or campaign certainly want he old tell toward certain fast race next feel piece finally.,Network,LAN,Open,Low,Amy,Corey,2025-10-05T21:58:54.902848
TCK-7fbb51bc,Email issue - international,Save help personal event mention strong different happy affect red.,Email,Spam,Open,Medium,Edward,Roberto,2025-10-01T21:58:54.902848
TCK-b424dd37,Email issue - care,Than kid state authority sound reach husband indicate.,Email,Outlook,In Progress,Critical,Stacy,Brad,2025-10-16T21:58:54.902848
TCK-f2316047,Email issue - term,Here hold compare half market him very draw.,Email,Spam,Resolved,Critical,Rebecca,Steven,2025-09-26T21:58:54.903346
TCK-57029cc5,Email issue - similar,Try art beyond couple work save different interesting establish see goal law administration moment add this.,Email,Spam,Closed,Medium,Danielle,Steven,2025-09-28T21:58:54.903346
TCK-e2e2ea09,Software issue - attention,Security may blood week whose security character memory responsibility meet political.,Software,Update,Open,High,Joanne,Shannon,2025-10-07T21:58:54.903346
TCK-946b6e6c,Email issue - college,Upon wall something why item charge machine morning mouth.,Email,Spam,Closed,High,Charles,Steven,2025-10-09T21:58:54.903346
TCK-6c85b0aa,Email issue - story,Send build want maybe class push with black effect entire girl key.,Email,Spam,In Progress,Medium,Cody,Johnny,2025-09-20T21:58:54.903848
TCK-7e372c12,Hardware issue - best,Green rise head simply room church old indicate read production ago.,Hardware,Printer,Resolved,Critical,Taylor,Sarah,2025-10-15T21:58:54.903848
TCK-af1ad60a,Network issue - purpose,Seek property one model yourself worry explain return product become senior.,Network,VPN,Closed,High,David,Paula,2025-09-23T21:58:54.903848
TCK-28c002f3,Access issue - plan,Story great firm fish they any study adult manage threat name.,Access,Password,Resolved,Low,James,Daniel,2025-09-29T21:58:54.903848
TCK-1475b607,Email issue - challenge,Direction close necessary camera style again school low usually color through feel price show lawyer career.,Email,Delivery,Open,Medium,Stephen,Cheryl,2025-10-13T21:58:54.904346
TCK-0c9fdcd2,Software issue - especially,Wind action explain save significant cover across most too own.,Software,Patch,Closed,High,Evelyn,George,2025-09-19T21:58:54.904346
